Ticker,Company,Sector,Industry,Country,market_cap,Market Cap,P/E,Price,Change,Volume
ACHV,Achieve Life Sciences Inc,Healthcare,Biotechnology,Canada,157410000.0,157.41M,-,3.08,-0.65,105388
ACI,Albertsons Companies Inc,Consumer Defensive,Grocery Stores,USA,9720000000.0,9.72B,10.58,17.36,0.06,856706
ACIC,American Coastal Insurance Corp,Financial,Insurance - Property & Casualty,USA,543730000.0,543.73M,6.76,11.15,0.0,143455
ACII,Innovator Index Autocallable Income Strategy ETF,Financial,Exchange Traded Fund,USA,,-,-,25.07,-0.2,1010
ACIO,Aptus Collared Investment Opportunity ETF,Financial,Exchange Traded Fund,USA,,-,-,43.5,-0.14,12877
ACIU,AC Immune SA,Healthcare,Biotechnology,Switzerland,309690000.0,309.69M,-,3.13,2.96,78792
ACIW,ACI Worldwide Inc,Technology,Software - Infrastructure,USA,5450000000.0,5.45B,22.36,52.82,0.15,74938
ACKY,VistaShares Target 15 ACKtivist Distribution ETF,Financial,Exchange Traded Fund,USA,,-,-,19.97,-0.11,60201
ACLC,American Century Large Cap Equity ETF,Financial,Exchange Traded Fund,USA,,-,-,77.38,-0.16,1545
ACLO,TCW AAA CLO ETF,Financial,Exchange Traded Fund,USA,,-,-,50.31,-0.01,112
ACLS,Axcelis Technologies Inc,Technology,Semiconductor Equipment & Materials,USA,2940000000.0,2.94B,19.12,93.5,-1.32,297197
ACLX,Arcellx Inc,Healthcare,Biotechnology,USA,4560000000.0,4.56B,-,82.25,0.27,53254
ACM,AECOM,Industrials,Engineering & Construction,USA,17000000000.0,17.00B,26.10,128.32,-1.62,260559
ACMR,ACM Research Inc,Technology,Semiconductor Equipment & Materials,USA,2790000000.0,2.79B,26.42,43.54,-0.55,463004
ACN,Accenture plc,Technology,Information Technology Services,Ireland,152370000000.0,152.37B,20.13,244.63,0.38,1009524
ACNB,ACNB Corp,Financial,Banks - Regional,USA,450840000.0,450.84M,15.97,43.07,-1.01,7247
ACNT,Ascent Industries Co,Basic Materials,Steel,USA,119490000.0,119.49M,-,12.76,-0.04,5115
ACOG,Alpha Cognition Inc,Healthcare,Biotechnology,USA,116680000.0,116.68M,-,7.18,-2.58,24516
